X,Y,OBJECTID,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3
35.2433,38.9637,181,Turkey,2021/10/21 12:21:18+00,38.9637,35.2433,7744109,68274,0,0,9182.11367,,,0.881624987,792,TUR
-100,40,182,US,2021/10/21 12:21:18+00,40,-100,45220057,731271,0,0,13725.24575,,,1.617138607,840,USA
32.290275,1.373333,183,Uganda,2021/10/21 12:21:18+00,1.373333,32.290275,125364,3188,0,0,274.0735882,,,2.542994799,800,UGA
31.1656,48.3794,184,Ukraine,2021/10/21 12:21:18+00,48.3794,31.1656,2827388,66447,0,0,6465.001099,,,2.350119616,804,UKR
53.847818,23.424076,185,United Arab Emirates,2021/10/21 12:21:18+00,23.424076,53.847818,738924,2124,0,0,7471.123514,,,0.287444988,784,ARE
-3,55,186,United Kingdom,2021/10/21 12:21:18+00,55,-3,8630076,139444,0,0,12712.59979,,,1.615791101,826,GBR
-55.7658,-32.5228,187,Uruguay,2021/10/21 12:21:18+00,-32.5228,-55.7658,391522,6069,0,0,11270.94904,,,1.550104464,858,URY
64.585262,41.377491,188,Uzbekistan,2021/10/21 12:21:18+00,41.377491,64.585262,182421,1297,0,0,545.0414275,,,0.710992704,860,UZB
166.9592,-15.3767,189,Vanuatu,2021/10/21 12:21:18+00,-15.3767,166.9592,4,1,0,0,1.366680333,,,25,548,VUT
-66.5897,6.4238,190,Venezuela,2021/10/21 12:21:18+00,6.4238,-66.5897,396477,4763,0,0,1394.281174,,,1.20133072,862,VEN
108.277199,14.058324,191,Vietnam,2021/10/21 12:21:18+00,14.058324,108.277199,873901,21416,0,0,897.7950706,,,2.450620837,704,VNM
35.2332,31.9522,192,West Bank and Gaza,2021/10/21 12:21:18+00,31.9522,35.2332,449705,4599,0,0,8815.297557,,,1.022670417,275,PSE
48.516388,15.552727,193,Yemen,2021/10/21 12:21:18+00,15.552727,48.516388,9596,1821,0,0,32.17330616,,,18.97665694,887,YEM
27.849332,-13.133897,194,Zambia,2021/10/21 12:21:18+00,-13.133897,27.849332,209571,3658,0,0,1139.966828,,,1.745470509,894,ZMB
29.154857,-19.015438,195,Zimbabwe,2021/10/21 12:21:18+00,-19.015438,29.154857,132437,4659,0,0,891.0559811,,,3.517899077,716,ZWE
